Sample_id,Site,Plot,Treatment,Year,Transect,Date_collected,SOM_crucible_g,SOM_crucible_and_sample_g,SOM_crucible_post_105_g,Moisture_correction,dry_to_wet_ratio,NMin_sample_g,dry_NMin_sample_g,NO3_Sample_ID,NO3_ABS_1,NO3_ABS_2,NO3_ABS_3,NO3_ppm1_stcurv1,NO3_ppm2_stcurv1,NO3_ppm3_stcurv1,NO3_ppm_avg_stcurv1,NO3_ppm1_stcurv2,NO3_ppm2_stcurv2,NO3_ppm3_stcurv2,NO3_ppm_avg_stcurv2,NO3_ppm1_stcurv3,NO3_ppm2_stcurv3,NO3_ppm3_stcurv3,NO3_ppm_avg_stcurv3,NO3_plate#,mg_NO3_per_g_stcurv1,mg_NO3_per_g_stcurv2,mg_NO3_per_g_stcurv3,,NH4_Sample_ID,NH4_ABS_1,NH4_ABS_2,NH4_ABS_3,NH4_ppm1_stcurv1,NH4_ppm2_stcurv1,NH4_ppm3_stcurv1,NH4_ppm_avg_stcurv1,NH4_ppm1_stcurv2,NH4_ppm2_stcurv2,NH4_ppm3_stcurv2,NH4_ppm_avg_stcurv2,NH4_ppm1_stcurv3,NH4_ppm2_stcurv3,NH4_ppm3_stcurv3,NH4_ppm_avg_stcurv3,NH4_plate#,mg_NH4_per_g_stcurv1,mg_NH4_per_g_stcurv2,mg_NH4_per_g_stcurv3
28A,LK,28,SU,2023,A,7/13/23,14.629,25.007,24.625,1.038215286,0.963191366,10.26,9.882343419,2023-28-A,1.087,1.007,0.999,19.60792392,17.72932043,17.54146008,18.29290148,20.36805467,18.41662428,18.22148125,19.0020534,19.92430419,18.01538882,17.82449728,18.58806343,plate7_20240212,0.09255346,0.096141434,0.09404684,,2023-28-A,0.515,0.507,0.505,0.826169106,0.796877582,0.789554701,0.804200463,0.834338365,0.807691001,0.80102916,0.814352842,0.806993747,0.782480379,0.776352038,0.788608721,plate3_20240129,0.004068875,0.004120242,0.003989988
28B,LK,28,SU,2023,B,7/13/23,16.915,26.534,26.164,1.040004325,0.961534463,10.01,9.624959975,2023-28-B,0.842,0.786,0.804,24.50796821,22.55012767,23.17943356,23.41250982,27.49117948,25.29502249,26.00093009,26.26237735,27.30264557,25.12154978,25.82261628,26.08227054,plate9_20240227,0.121623933,0.136428502,0.135492878,,2023-28-B,0.541,0.575,0.559,0.894866251,1.018017198,0.960063811,0.957649087,0.896525084,1.010305253,0.956761644,0.95453066,0.851932188,0.953142303,0.905514013,0.903529501,plate4_20240129,0.004974821,0.004958621,0.004693679
28C,LK,28,SU,2023,C,7/13/23,16.065,25.566,25.199,1.040179549,0.961372487,10,9.613724871,2023-28-C,1.146,1.259,1.144,19.44539948,21.72360595,19.40507724,20.19136089,18.43273606,20.59229974,18.39451369,19.13984983,17.66619456,19.73595089,17.6295617,18.34390238,plate4_20240207,0.105013203,0.099544402,0.095404761,,2023-28-C,0.647,0.642,0.641,1.389412884,1.370093148,1.366229201,1.375245078,1.342986711,1.325564276,1.322079789,1.330210259,1.281451795,1.265290487,1.262058226,1.269600169,plate2_20240126,0.007152509,0.006918288,0.006603061
29A,LK,29,FA,2023,A,7/11/23,15.931,25.376,25.107,1.029315606,0.971519322,10.02,9.73462361,2023-29-A,0.849,0.84,0.802,19.64176941,19.40352692,18.3976142,19.14763684,19.44443382,19.20858489,18.21277831,18.95526567,18.63721436,18.41115651,17.45669,18.16835362,plate5_20240208,0.098348111,0.097360034,0.093318213,,2023-29-A,2.792,2.78,2.852,10.22611792,10.1773434,10.46999054,10.29115062,9.182577429,9.139270273,9.399113209,9.240320304,8.729925125,8.688873869,8.935181402,8.784660132,plate1_20240125,0.052858493,0.047461107,0.045120697
29B,LK,29,FA,2023,B,7/11/23,14.716,24.293,24.096,1.021002132,0.979429884,10.03,9.823681737,2023-29-B,0.195,0.19,0.195,2.882347948,2.737506342,2.882347948,2.834067413,2.78038416,2.640666363,2.78038416,2.733811561,2.805155031,2.664192467,2.805155031,2.75816751,plate1_20240206,0.01442467,0.013914394,0.014038359,,2023-29-B,0.192,0.194,0.195,0,0,0,0,0,0,0,0,0,0,0,0,plate2_20240126,0,0,0
29C,LK,28,SU,2023,C,7/11/23,14.715,24.228,24.001,1.024445402,0.976137917,10.01,9.771140545,2023-29-C,0.36,0.333,0.326,6.697260997,5.982533539,5.797233827,6.159009454,6.629975413,5.92242863,5.738990575,6.097131539,6.354737512,5.676563944,5.500741167,5.844014207,plate5_20240208,0.031516328,0.031199692,0.029904463,,2023-29-C,0.432,0.442,0.442,0.633794968,0.674440405,0.674440405,0.660891926,0.665503397,0.701592694,0.701592694,0.689562928,0.656511543,0.690720922,0.690720922,0.679317796,plate1_20240125,0.003381857,0.003528569,0.003476144
30A,LK,30,FA,2023,A,7/19/23,15.57,25.01,24.842,1.018119068,0.98220339,10.02,9.841677966,2023-30*-A,0.471,0.353,0.41,5.836644012,3.457631945,4.60681574,4.633697232,5.532687495,3.277567894,4.366905328,4.392386906,5.302605831,3.141267358,4.185303739,4.209725643,plate4_20240207,0.023541195,0.022315234,0.021387235,,2023-30-A*,0.322,0.334,0.321,0.133630063,0.179997429,0.129766116,0.147797869,0.210528389,0.252342235,0.207043902,0.223304842,0.230966801,0.269753939,0.227734539,0.242818426,plate2_20240126,0.000750877,0.001134486,0.001233623
30B,LK,30,FA,2023,B,7/17/23,16.065,25.926,25.801,1.012838948,0.987323801,10.03,9.902857722,2023-30-B,0.305,0.294,0.312,6.068863267,5.750211735,6.271641514,6.030238839,5.854175694,5.546796541,6.04978061,5.816917615,5.906331448,5.596213806,6.103679038,5.86874143,plate1_20240206,0.030446963,0.029369894,0.029631555,,2023-30-B,0.248,0.25,0.252,0,0,0,0,0,0,0,0,0,0,0.004708494,0.001569498,plate2_20240126,0,0,7.92E-06
30C,LK,30,FA,2023,C,7/17/23,16.303,26.009,25.865,1.015059611,0.985163816,10.28,10.12748403,2023-30-C,0.13,0.124,0.14,0.999407077,0.825597151,1.289090288,1.038031505,0.964052799,0.796391443,1.243488393,1.001310878,0.972641694,0.803486617,1.254566823,1.010231711,plate1_20240206,0.005124824,0.004943532,0.004987575,,2023-30-C,0.22,0.232,0.242,0,0,0,0,0,0,0,0,0,0,0,0,plate4_20240129,0,0,0
31A,LK,31,FA,2023,A,7/17/23,17.77,27.595,27.503,1.009452379,0.990636132,10.07,9.975705852,2023-31-A,0.283,0.258,0.245,2.365826857,1.665878083,1.30190472,1.777869887,2.282481521,1.60719113,1.256040127,1.715237592,2.260947444,1.592028082,1.244190014,1.69905518,plate3_20240207,0.008910998,0.008597074,0.008515965,,2023-31-A,0.326,0.327,0.343,0.134156848,0.137818288,0.196401337,0.156125491,0.20479439,0.20812531,0.261420038,0.224779913,0.227865447,0.230929618,0.279956352,0.246250472,plate3_20240129,0.000782529,0.001126637,0.001234251
31B,LK,31,FA,2023,B,7/17/23,15.913,25.625,25.504,1.012615994,0.987541186,10.07,9.944539745,2023-31-B,0.4,0.376,0.365,2.825087357,2.118815517,1.795107591,2.246336822,3.261123038,2.445842279,2.072171931,2.593045749,3.684997568,2.763748176,2.341508872,2.930084872,plate6_20240209,0.011294323,0.013037535,0.014732129,,2023-31-B,0.316,0.323,0.332,0.11044638,0.13749401,0.172269534,0.140069975,0.189621466,0.214012876,0.24537326,0.216335867,0.211573232,0.234199062,0.263289416,0.236353903,plate2_20240126,0.000704256,0.001087712,0.00118836
31C,LK,31,FA,2023,C,7/17/23,16.304,26.06,25.941,1.012348241,0.987802378,10,9.87802378,2023-31-C,0.196,0.2,0.19,2.911316269,3.027189553,2.737506342,2.892004055,2.80832772,2.920101957,2.640666363,2.78969868,2.833347544,2.946117596,2.664192467,2.814552535,plate1_20240206,0.014638576,0.014120733,0.014246537,,2023-31-C,0.246,0.249,0.254,0,0,0,0,0,0,0,0,0,0,0.011173017,0.003724339,plate2_20240126,0,0,1.89E-05
32A,LK,32,FA,2023,A,7/18/23,15.466,26.132,25.957,1.016680965,0.983592725,10,9.835927245,MISSING KCL EXTRACT,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!
32B,LK,32,FA,2023,B,7/18/23,16.913,26.461,26.328,1.014126394,0.986070381,10.15,10.00861437,2023-32-B,0.171,0.216,0.181,2.187108242,3.490682691,2.476791453,2.718194128,2.109738735,3.367198908,2.389174329,2.622037324,2.128534722,3.397197802,2.410459851,2.645397458,plate1_20240206,0.013579273,0.013098903,0.013215603,,2023-32-B,0.23,0.219,0.237,0,0,0,0,0,0,0,0,0,0,0,0,plate3_20240129,0,0,0
32C,LK,32,FA,2023,C,7/18/23,15.93,25.64,25.482,1.016541039,#DIV/0!,10.44,#DIV/0!,2023-32-C,0.245,0.232,0.247,4.330764002,3.954175828,4.388700644,4.224546825,4.17756213,3.814295858,4.233449249,4.075102412,4.214780675,3.848278008,4.271165701,4.111408128,plate1_20240206,#DIV/0!,#DIV/0!,#DIV/0!,,2023-32-C,0.246,0.276,0.246,0,0,0,0,0,0.009709059,0,0.003236353,0,0.063088647,0,0.021029549,plate4_20240129,#DIV/0!,#DIV/0!,#DIV/0!
